carrier,awb,order_id,delivery_date,cod_amount,remittance_due_date,status,priority,email_subject,email_body,cod_amount_source
Carrier A,AWB3184722459,110614916805,2026-02-04,811,2026-02-06,Overdue,P1 - Urgent,[Remittance Due] AWB AWB3184722459 — COD ₹811 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-04. Per the 2-day remittance SLA, payment of ₹811 is due by 2026-02-06 00:00:00.

AWB: AWB3184722459
Order ID: 110614916805
Delivery Date: 2026-02-04
Destination: Patna
COD Amount: ₹811

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB4364454624,110514903273,2026-02-04,1069,2026-02-06,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB4364454624 — COD ₹1,069 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-04. Per the 2-day remittance SLA, payment of ₹1,069 is due by 2026-02-06 00:00:00.

AWB: AWB4364454624
Order ID: 110514903273
Delivery Date: 2026-02-04
Destination: Darbhanga
COD Amount: ₹1,069

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB5816164658,110314886472,2026-02-04,936,2026-02-06,Overdue,P1 - Urgent,[Remittance Due] AWB AWB5816164658 — COD ₹936 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-04. Per the 2-day remittance SLA, payment of ₹936 is due by 2026-02-06 00:00:00.

AWB: AWB5816164658
Order ID: 110314886472
Delivery Date: 2026-02-04
Destination: Rohtak
COD Amount: ₹936

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB5811788715,111014961534,2026-02-04,1616,2026-02-06,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB5811788715 — COD ₹1,616 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-04. Per the 2-day remittance SLA, payment of ₹1,616 is due by 2026-02-06 00:00:00.

AWB: AWB5811788715
Order ID: 111014961534
Delivery Date: 2026-02-04
Destination: Mumbai
COD Amount: ₹1,616

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB3457547984,110614912134,2026-02-04,349,2026-02-06,Overdue,P1 - Urgent,[Remittance Due] AWB AWB3457547984 — COD ₹349 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-04. Per the 2-day remittance SLA, payment of ₹349 is due by 2026-02-06 00:00:00.

AWB: AWB3457547984
Order ID: 110614912134
Delivery Date: 2026-02-04
Destination: Moradabad
COD Amount: ₹349

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB1716889582,102314767664,2026-02-04,1238,2026-02-06,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB1716889582 — COD ₹1,238 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-04. Per the 2-day remittance SLA, payment of ₹1,238 is due by 2026-02-06 00:00:00.

AWB: AWB1716889582
Order ID: 102314767664
Delivery Date: 2026-02-04
Destination: Rajkot
COD Amount: ₹1,238

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB4584558759,111114973482,2026-02-04,1195,2026-02-06,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB4584558759 — COD ₹1,195 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-04. Per the 2-day remittance SLA, payment of ₹1,195 is due by 2026-02-06 00:00:00.

AWB: AWB4584558759
Order ID: 111114973482
Delivery Date: 2026-02-04
Destination: Bangalore
COD Amount: ₹1,195

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB1882500295,101514748752,2026-02-04,856,2026-02-06,Overdue,P1 - Urgent,[Remittance Due] AWB AWB1882500295 — COD ₹856 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-04. Per the 2-day remittance SLA, payment of ₹856 is due by 2026-02-06 00:00:00.

AWB: AWB1882500295
Order ID: 101514748752
Delivery Date: 2026-02-04
Destination: Vadodara
COD Amount: ₹856

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB9473349979,110914959102,2026-02-04,1155,2026-02-06,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB9473349979 — COD ₹1,155 — Carrier C","Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-04. Per the 2-day remittance SLA, payment of ₹1,155 is due by 2026-02-06 00:00:00.

AWB: AWB9473349979
Order ID: 110914959102
Delivery Date: 2026-02-04
Destination: Gurgaon
COD Amount: ₹1,155

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB1284251796,111014972677,2026-02-04,1399,2026-02-06,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB1284251796 — COD ₹1,399 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-04. Per the 2-day remittance SLA, payment of ₹1,399 is due by 2026-02-06 00:00:00.

AWB: AWB1284251796
Order ID: 111014972677
Delivery Date: 2026-02-04
Destination: Mumbai
COD Amount: ₹1,399

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB9352335834,102514786512,2026-02-04,795,2026-02-06,Overdue,P1 - Urgent,[Remittance Due] AWB AWB9352335834 — COD ₹795 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-04. Per the 2-day remittance SLA, payment of ₹795 is due by 2026-02-06 00:00:00.

AWB: AWB9352335834
Order ID: 102514786512
Delivery Date: 2026-02-04
Destination: Buldhana
COD Amount: ₹795

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB3910960488,101314630273,2026-02-05,649,2026-02-07,Overdue,P1 - Urgent,[Remittance Due] AWB AWB3910960488 — COD ₹649 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-05. Per the 2-day remittance SLA, payment of ₹649 is due by 2026-02-07 00:00:00.

AWB: AWB3910960488
Order ID: 101314630273
Delivery Date: 2026-02-05
Destination: Pune
COD Amount: ₹649

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB0082906247,102314760832,2026-02-05,847,2026-02-07,Overdue,P1 - Urgent,[Remittance Due] AWB AWB0082906247 — COD ₹847 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-05. Per the 2-day remittance SLA, payment of ₹847 is due by 2026-02-07 00:00:00.

AWB: AWB0082906247
Order ID: 102314760832
Delivery Date: 2026-02-05
Destination: Kachchh
COD Amount: ₹847

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB8768169103,111014968924,2026-02-05,1965,2026-02-07,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB8768169103 — COD ₹1,965 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-05. Per the 2-day remittance SLA, payment of ₹1,965 is due by 2026-02-07 00:00:00.

AWB: AWB8768169103
Order ID: 111014968924
Delivery Date: 2026-02-05
Destination: Gurgaon
COD Amount: ₹1,965

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB7782745687,110514904350,2026-02-05,1189,2026-02-07,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB7782745687 — COD ₹1,189 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-05. Per the 2-day remittance SLA, payment of ₹1,189 is due by 2026-02-07 00:00:00.

AWB: AWB7782745687
Order ID: 110514904350
Delivery Date: 2026-02-05
Destination: Madurai
COD Amount: ₹1,189

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB0409496039,110914955516,2026-02-05,1499,2026-02-07,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB0409496039 — COD ₹1,499 — Carrier B","Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-05. Per the 2-day remittance SLA, payment of ₹1,499 is due by 2026-02-07 00:00:00.

AWB: AWB0409496039
Order ID: 110914955516
Delivery Date: 2026-02-05
Destination: Gurgaon
COD Amount: ₹1,499

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB0827592090,111014961583,2026-02-05,2000,2026-02-07,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB0827592090 — COD ₹2,000 — Carrier C","Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-05. Per the 2-day remittance SLA, payment of ₹2,000 is due by 2026-02-07 00:00:00.

AWB: AWB0827592090
Order ID: 111014961583
Delivery Date: 2026-02-05
Destination: Gurgaon
COD Amount: ₹2,000

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB1397392608,103014836636,2026-02-05,234,2026-02-07,Overdue,P1 - Urgent,[Remittance Due] AWB AWB1397392608 — COD ₹234 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-05. Per the 2-day remittance SLA, payment of ₹234 is due by 2026-02-07 00:00:00.

AWB: AWB1397392608
Order ID: 103014836636
Delivery Date: 2026-02-05
Destination: K.V.Rangareddy
COD Amount: ₹234

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB0494863183,110914955427,2026-02-05,700,2026-02-07,Overdue,P1 - Urgent,[Remittance Due] AWB AWB0494863183 — COD ₹700 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-05. Per the 2-day remittance SLA, payment of ₹700 is due by 2026-02-07 00:00:00.

AWB: AWB0494863183
Order ID: 110914955427
Delivery Date: 2026-02-05
Destination: Mumbai
COD Amount: ₹700

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB3132480054,110614915539,2026-02-05,1386,2026-02-07,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB3132480054 — COD ₹1,386 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-05. Per the 2-day remittance SLA, payment of ₹1,386 is due by 2026-02-07 00:00:00.

AWB: AWB3132480054
Order ID: 110614915539
Delivery Date: 2026-02-05
Destination: Ernakulam
COD Amount: ₹1,386

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB3763413708,110814948019,2026-02-05,654,2026-02-07,Overdue,P1 - Urgent,[Remittance Due] AWB AWB3763413708 — COD ₹654 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-05. Per the 2-day remittance SLA, payment of ₹654 is due by 2026-02-07 00:00:00.

AWB: AWB3763413708
Order ID: 110814948019
Delivery Date: 2026-02-05
Destination: Bangalore
COD Amount: ₹654

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB0710821842,110814941693,2026-02-05,499,2026-02-07,Overdue,P1 - Urgent,[Remittance Due] AWB AWB0710821842 — COD ₹499 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-05. Per the 2-day remittance SLA, payment of ₹499 is due by 2026-02-07 00:00:00.

AWB: AWB0710821842
Order ID: 110814941693
Delivery Date: 2026-02-05
Destination: Pune
COD Amount: ₹499

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB7240428283,111014966111,2026-02-05,899,2026-02-07,Overdue,P1 - Urgent,[Remittance Due] AWB AWB7240428283 — COD ₹899 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-05. Per the 2-day remittance SLA, payment of ₹899 is due by 2026-02-07 00:00:00.

AWB: AWB7240428283
Order ID: 111014966111
Delivery Date: 2026-02-05
Destination: Uttara Kannada
COD Amount: ₹899

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB7548736617,110914958762,2026-02-05,640,2026-02-07,Overdue,P1 - Urgent,[Remittance Due] AWB AWB7548736617 — COD ₹640 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-05. Per the 2-day remittance SLA, payment of ₹640 is due by 2026-02-07 00:00:00.

AWB: AWB7548736617
Order ID: 110914958762
Delivery Date: 2026-02-05
Destination: Panipat
COD Amount: ₹640

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB5270762839,110514906292,2026-02-05,625,2026-02-07,Overdue,P1 - Urgent,[Remittance Due] AWB AWB5270762839 — COD ₹625 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-05. Per the 2-day remittance SLA, payment of ₹625 is due by 2026-02-07 00:00:00.

AWB: AWB5270762839
Order ID: 110514906292
Delivery Date: 2026-02-05
Destination: East Nimar
COD Amount: ₹625

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB6788858435,111014970535,2026-02-05,1848,2026-02-07,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB6788858435 — COD ₹1,848 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-05. Per the 2-day remittance SLA, payment of ₹1,848 is due by 2026-02-07 00:00:00.

AWB: AWB6788858435
Order ID: 111014970535
Delivery Date: 2026-02-05
Destination: Bangalore
COD Amount: ₹1,848

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB6471091390,111014961437,2026-02-05,490,2026-02-07,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6471091390 — COD ₹490 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-05. Per the 2-day remittance SLA, payment of ₹490 is due by 2026-02-07 00:00:00.

AWB: AWB6471091390
Order ID: 111014961437
Delivery Date: 2026-02-05
Destination: Gautam Buddha Nagar
COD Amount: ₹490

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB7804056177,101414748572,2026-02-05,789,2026-02-07,Overdue,P1 - Urgent,[Remittance Due] AWB AWB7804056177 — COD ₹789 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-05. Per the 2-day remittance SLA, payment of ₹789 is due by 2026-02-07 00:00:00.

AWB: AWB7804056177
Order ID: 101414748572
Delivery Date: 2026-02-05
Destination: North Delhi
COD Amount: ₹789

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB3611212340,110414895283,2026-02-05,889,2026-02-07,Overdue,P1 - Urgent,[Remittance Due] AWB AWB3611212340 — COD ₹889 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-05. Per the 2-day remittance SLA, payment of ₹889 is due by 2026-02-07 00:00:00.

AWB: AWB3611212340
Order ID: 110414895283
Delivery Date: 2026-02-05
Destination: Mumbai
COD Amount: ₹889

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB5572758502,111014962209,2026-02-05,859,2026-02-07,Overdue,P1 - Urgent,[Remittance Due] AWB AWB5572758502 — COD ₹859 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-05. Per the 2-day remittance SLA, payment of ₹859 is due by 2026-02-07 00:00:00.

AWB: AWB5572758502
Order ID: 111014962209
Delivery Date: 2026-02-05
Destination: Hyderabad
COD Amount: ₹859

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB1717570814,110814945643,2026-02-05,822,2026-02-07,Overdue,P1 - Urgent,[Remittance Due] AWB AWB1717570814 — COD ₹822 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-05. Per the 2-day remittance SLA, payment of ₹822 is due by 2026-02-07 00:00:00.

AWB: AWB1717570814
Order ID: 110814945643
Delivery Date: 2026-02-05
Destination: Kolkata
COD Amount: ₹822

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB9746803596,111014966356,2026-02-05,430,2026-02-07,Overdue,P1 - Urgent,[Remittance Due] AWB AWB9746803596 — COD ₹430 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-05. Per the 2-day remittance SLA, payment of ₹430 is due by 2026-02-07 00:00:00.

AWB: AWB9746803596
Order ID: 111014966356
Delivery Date: 2026-02-05
Destination: Bangalore
COD Amount: ₹430

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB4599913032,110514911273,2026-02-06,1238,2026-02-08,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB4599913032 — COD ₹1,238 — Carrier B","Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-06. Per the 2-day remittance SLA, payment of ₹1,238 is due by 2026-02-08 00:00:00.

AWB: AWB4599913032
Order ID: 110514911273
Delivery Date: 2026-02-06
Destination: Bangalore
COD Amount: ₹1,238

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB6180292320,110914953620,2026-02-06,971,2026-02-08,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6180292320 — COD ₹971 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-06. Per the 2-day remittance SLA, payment of ₹971 is due by 2026-02-08 00:00:00.

AWB: AWB6180292320
Order ID: 110914953620
Delivery Date: 2026-02-06
Destination: Kolkata
COD Amount: ₹971

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB9318208836,110714931634,2026-02-06,1349,2026-02-08,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB9318208836 — COD ₹1,349 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-06. Per the 2-day remittance SLA, payment of ₹1,349 is due by 2026-02-08 00:00:00.

AWB: AWB9318208836
Order ID: 110714931634
Delivery Date: 2026-02-06
Destination: Gurgaon
COD Amount: ₹1,349

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB6827196028,111014968443,2026-02-06,449,2026-02-08,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6827196028 — COD ₹449 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-06. Per the 2-day remittance SLA, payment of ₹449 is due by 2026-02-08 00:00:00.

AWB: AWB6827196028
Order ID: 111014968443
Delivery Date: 2026-02-06
Destination: Bangalore
COD Amount: ₹449

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB2803673268,110314878775,2026-02-06,868,2026-02-08,Overdue,P1 - Urgent,[Remittance Due] AWB AWB2803673268 — COD ₹868 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-06. Per the 2-day remittance SLA, payment of ₹868 is due by 2026-02-08 00:00:00.

AWB: AWB2803673268
Order ID: 110314878775
Delivery Date: 2026-02-06
Destination: Thane
COD Amount: ₹868

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB5229314868,111114975059,2026-02-06,1674,2026-02-08,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB5229314868 — COD ₹1,674 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-06. Per the 2-day remittance SLA, payment of ₹1,674 is due by 2026-02-08 00:00:00.

AWB: AWB5229314868
Order ID: 111114975059
Delivery Date: 2026-02-06
Destination: Bangalore
COD Amount: ₹1,674

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB3834978807,110114864742,2026-02-06,4498,2026-02-08,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB3834978807 — COD ₹4,498 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-06. Per the 2-day remittance SLA, payment of ₹4,498 is due by 2026-02-08 00:00:00.

AWB: AWB3834978807
Order ID: 110114864742
Delivery Date: 2026-02-06
Destination: Hyderabad
COD Amount: ₹4,498

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB3168713623,111114978164,2026-02-06,1123,2026-02-08,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB3168713623 — COD ₹1,123 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-06. Per the 2-day remittance SLA, payment of ₹1,123 is due by 2026-02-08 00:00:00.

AWB: AWB3168713623
Order ID: 111114978164
Delivery Date: 2026-02-06
Destination: Agra
COD Amount: ₹1,123

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB0088101345,110914957873,2026-02-06,767,2026-02-08,Overdue,P1 - Urgent,[Remittance Due] AWB AWB0088101345 — COD ₹767 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-06. Per the 2-day remittance SLA, payment of ₹767 is due by 2026-02-08 00:00:00.

AWB: AWB0088101345
Order ID: 110914957873
Delivery Date: 2026-02-06
Destination: Darjiling
COD Amount: ₹767

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB6853750679,111014961773,2026-02-06,1780,2026-02-08,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB6853750679 — COD ₹1,780 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-06. Per the 2-day remittance SLA, payment of ₹1,780 is due by 2026-02-08 00:00:00.

AWB: AWB6853750679
Order ID: 111014961773
Delivery Date: 2026-02-06
Destination: Bangalore
COD Amount: ₹1,780

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB6831757340,101514656309,2026-02-06,849,2026-02-08,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6831757340 — COD ₹849 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-06. Per the 2-day remittance SLA, payment of ₹849 is due by 2026-02-08 00:00:00.

AWB: AWB6831757340
Order ID: 101514656309
Delivery Date: 2026-02-06
Destination: Purnia
COD Amount: ₹849

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB5025769383,111014962217,2026-02-06,249,2026-02-08,Overdue,P1 - Urgent,[Remittance Due] AWB AWB5025769383 — COD ₹249 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-06. Per the 2-day remittance SLA, payment of ₹249 is due by 2026-02-08 00:00:00.

AWB: AWB5025769383
Order ID: 111014962217
Delivery Date: 2026-02-06
Destination: Bangalore
COD Amount: ₹249

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB4220602548,110514911322,2026-02-06,1189,2026-02-08,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB4220602548 — COD ₹1,189 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-06. Per the 2-day remittance SLA, payment of ₹1,189 is due by 2026-02-08 00:00:00.

AWB: AWB4220602548
Order ID: 110514911322
Delivery Date: 2026-02-06
Destination: Pune
COD Amount: ₹1,189

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB6388720033,110914951488,2026-02-07,1330,2026-02-09,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB6388720033 — COD ₹1,330 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-07. Per the 2-day remittance SLA, payment of ₹1,330 is due by 2026-02-09 00:00:00.

AWB: AWB6388720033
Order ID: 110914951488
Delivery Date: 2026-02-07
Destination: ghaziabad
COD Amount: ₹1,330

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB5560954669,110714929426,2026-02-07,1312,2026-02-09,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB5560954669 — COD ₹1,312 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-07. Per the 2-day remittance SLA, payment of ₹1,312 is due by 2026-02-09 00:00:00.

AWB: AWB5560954669
Order ID: 110714929426
Delivery Date: 2026-02-07
Destination: Nainital
COD Amount: ₹1,312

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
