action_id,source_agent,entity,issue,recommended_action,priority,expected_impact,confidence
ACT-00196,NDR Recovery Agent,AWB4417426131,Active NDR: Customer not available,Offer delivery-slot rescheduling (customer picks a window),P2 - High,Reattempt success probability 57%,"AI_PREDICTED (reason-level fallback, n=113)"
ACT-00197,NDR Recovery Agent,AWB9023672846,Active NDR: Landmark missing,Send landmark-capture link; call customer for directions,P2 - High,Reattempt success probability 48%,"AI_PREDICTED (reason-level fallback, n=128)"
ACT-00198,NDR Recovery Agent,AWB6935981870,Active NDR: Landmark missing,Send landmark-capture link; call customer for directions,P2 - High,Reattempt success probability 48%,"AI_PREDICTED (reason-level fallback, n=128)"
ACT-00199,NDR Recovery Agent,AWB8228448001,Active NDR: Landmark missing,Send landmark-capture link; call customer for directions,P2 - High,Reattempt success probability 48%,"AI_PREDICTED (reason-level fallback, n=128)"
ACT-00200,NDR Recovery Agent,AWB2400836038,Active NDR: Landmark missing,Send landmark-capture link; call customer for directions,P2 - High,Reattempt success probability 48%,"AI_PREDICTED (reason-level fallback, n=128)"
ACT-00201,NDR Recovery Agent,AWB6789258310,Active NDR: Landmark missing,Send landmark-capture link; call customer for directions,P2 - High,Reattempt success probability 48%,"AI_PREDICTED (reason-level fallback, n=128)"
ACT-00202,NDR Recovery Agent,AWB8185435538,Active NDR: Landmark missing,Send landmark-capture link; call customer for directions,P2 - High,Reattempt success probability 48%,"AI_PREDICTED (reason-level fallback, n=128)"
ACT-00203,NDR Recovery Agent,AWB5956236445,Active NDR: Phone not reachable,Send SMS/WhatsApp with reattempt slot; try alternate number,P2 - High,Reattempt success probability 50%,"AI_PREDICTED (reason-level fallback, n=161)"
ACT-00204,NDR Recovery Agent,AWB0937425335,Active NDR: Phone not reachable,Send SMS/WhatsApp with reattempt slot; try alternate number,P2 - High,Reattempt success probability 50%,"AI_PREDICTED (reason-level fallback, n=161)"
ACT-00205,NDR Recovery Agent,AWB8773575756,Active NDR: Address issue,Request updated address / landmark from customer,P2 - High,Reattempt success probability 48%,"AI_PREDICTED (reason-level fallback, n=134)"
ACT-00206,NDR Recovery Agent,AWB4958670026,Active NDR: Address issue,Request updated address / landmark from customer,P2 - High,Reattempt success probability 48%,"AI_PREDICTED (reason-level fallback, n=134)"
ACT-00207,NDR Recovery Agent,AWB7061030440,Active NDR: Landmark missing,Send landmark-capture link; call customer for directions,P2 - High,Reattempt success probability 48%,"AI_PREDICTED (reason-level fallback, n=128)"
ACT-00208,NDR Recovery Agent,AWB1618803466,Active NDR: Landmark missing,Send landmark-capture link; call customer for directions,P2 - High,Reattempt success probability 48%,"AI_PREDICTED (reason-level fallback, n=128)"
ACT-00209,NDR Recovery Agent,AWB2393568624,Active NDR: Landmark missing,Send landmark-capture link; call customer for directions,P2 - High,Reattempt success probability 48%,"AI_PREDICTED (reason-level fallback, n=128)"
ACT-00210,NDR Recovery Agent,AWB0552317185,Active NDR: Landmark missing,Send landmark-capture link; call customer for directions,P2 - High,Reattempt success probability 48%,"AI_PREDICTED (reason-level fallback, n=128)"
ACT-00211,NDR Recovery Agent,AWB7141863622,Active NDR: Landmark missing,Send landmark-capture link; call customer for directions,P2 - High,Reattempt success probability 48%,"AI_PREDICTED (reason-level fallback, n=128)"
ACT-00212,NDR Recovery Agent,AWB5620194123,Active NDR: Landmark missing,Send landmark-capture link; call customer for directions,P2 - High,Reattempt success probability 48%,"AI_PREDICTED (reason-level fallback, n=128)"
ACT-00213,Lane Intelligence Agent,South Delhi (National),Lane health 70.4 — Deteriorating,Investigate hub + carrier allocation; prioritize NDR outreach for COD,P2 - High,21 shipments/period at risk,DERIVED (statistical lane scorecard)
ACT-00214,Carrier Optimization Agent,Regional,Sustained carrier underperformance on lane,Shift ~39 shipments/period from Carrier D to Carrier A,P2 - High,+2.55pp lane EDD adherence,"High (z=1.992, p=0.0464)"
ACT-00215,NDR Recovery Agent,AWB5823018524,Active NDR: Address issue,Request updated address / landmark from customer,P2 - High,Reattempt success probability 48%,"AI_PREDICTED (reason-level fallback, n=134)"
ACT-00216,NDR Recovery Agent,AWB0515568904,Active NDR: Address issue,Request updated address / landmark from customer,P2 - High,Reattempt success probability 48%,"AI_PREDICTED (reason-level fallback, n=134)"
ACT-00217,NDR Recovery Agent,AWB1705795524,Active NDR: Address issue,Request updated address / landmark from customer,P2 - High,Reattempt success probability 48%,"AI_PREDICTED (reason-level fallback, n=134)"
ACT-00218,NDR Recovery Agent,AWB6335221883,Active NDR: Address issue,Request updated address / landmark from customer,P2 - High,Reattempt success probability 48%,"AI_PREDICTED (reason-level fallback, n=134)"
ACT-00219,NDR Recovery Agent,AWB6862340575,Active NDR: Address issue,Request updated address / landmark from customer,P2 - High,Reattempt success probability 48%,"AI_PREDICTED (reason-level fallback, n=134)"
ACT-00220,EDD Risk Agent,AWB5509213274,High EDD-miss risk (64.5%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00221,EDD Risk Agent,AWB9110201552,High EDD-miss risk (63.8%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00222,EDD Risk Agent,AWB7935966647,High EDD-miss risk (60.9%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00223,EDD Risk Agent,AWB8707769816,High EDD-miss risk (63.3%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00224,EDD Risk Agent,AWB1025590603,High EDD-miss risk (74.2%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00225,EDD Risk Agent,AWB8407027823,High EDD-miss risk (60.9%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00226,EDD Risk Agent,AWB3924001288,High EDD-miss risk (61.0%),Route to NDR Recovery Agent — customer contact for reattempt,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00227,EDD Risk Agent,AWB9032474474,High EDD-miss risk (62.6%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00228,EDD Risk Agent,AWB9201484974,High EDD-miss risk (73.9%),Route to NDR Recovery Agent — customer contact for reattempt,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00229,EDD Risk Agent,AWB2750312338,High EDD-miss risk (60.0%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00230,EDD Risk Agent,AWB4656798674,High EDD-miss risk (60.5%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00231,EDD Risk Agent,AWB0642556100,High EDD-miss risk (62.0%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00232,EDD Risk Agent,AWB5519686422,High EDD-miss risk (68.1%),Route to NDR Recovery Agent — customer contact for reattempt,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00233,EDD Risk Agent,AWB3684651120,High EDD-miss risk (66.2%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00234,EDD Risk Agent,AWB2654868565,High EDD-miss risk (63.7%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00235,EDD Risk Agent,AWB4010765891,High EDD-miss risk (72.6%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00236,EDD Risk Agent,AWB5894429778,High EDD-miss risk (63.2%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00237,EDD Risk Agent,AWB1121906502,High EDD-miss risk (73.6%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00238,EDD Risk Agent,AWB4796329640,High EDD-miss risk (60.7%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00239,EDD Risk Agent,AWB1464789862,High EDD-miss risk (68.3%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00240,EDD Risk Agent,AWB0778265159,High EDD-miss risk (69.7%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00241,EDD Risk Agent,AWB3350253098,High EDD-miss risk (72.0%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00242,EDD Risk Agent,AWB2467911406,High EDD-miss risk (72.2%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00243,EDD Risk Agent,AWB0573455820,High EDD-miss risk (61.2%),Route to NDR Recovery Agent — customer contact for reattempt,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00244,EDD Risk Agent,AWB9614846756,High EDD-miss risk (61.3%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00245,EDD Risk Agent,AWB6865065799,High EDD-miss risk (65.3%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00246,EDD Risk Agent,AWB5823018524,High EDD-miss risk (62.3%),Route to NDR Recovery Agent — customer contact for reattempt,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00247,EDD Risk Agent,AWB0515568904,High EDD-miss risk (60.4%),Route to NDR Recovery Agent — customer contact for reattempt,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00248,EDD Risk Agent,AWB7955148734,High EDD-miss risk (64.7%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00249,Lane Intelligence Agent,Surat (National),Lane health 82.5 — Deteriorating,Investigate hub + carrier allocation; prioritize NDR outreach for COD,P2 - High,20 shipments/period at risk,DERIVED (statistical lane scorecard)
ACT-00250,Lane Intelligence Agent,K.V.Rangareddy (National),Lane health 82.4 — Deteriorating,Investigate hub + carrier allocation; prioritize NDR outreach for COD,P2 - High,38 shipments/period at risk,DERIVED (statistical lane scorecard)
ACT-00251,Lane Intelligence Agent,North Delhi (National),Lane health 79.5 — Deteriorating,Investigate hub + carrier allocation; prioritize NDR outreach for COD,P2 - High,20 shipments/period at risk,DERIVED (statistical lane scorecard)
ACT-00252,Lane Intelligence Agent,Faridabad (National),Lane health 79.2 — Deteriorating,Investigate hub + carrier allocation; prioritize NDR outreach for COD,P2 - High,25 shipments/period at risk,DERIVED (statistical lane scorecard)
ACT-00253,EDD Risk Agent,AWB6249891275,High EDD-miss risk (64.8%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00254,EDD Risk Agent,AWB3824143579,High EDD-miss risk (64.8%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00255,EDD Risk Agent,AWB3844837304,High EDD-miss risk (61.3%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00256,EDD Risk Agent,AWB5528583535,High EDD-miss risk (62.6%),Route to NDR Recovery Agent — customer contact for reattempt,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00257,EDD Risk Agent,AWB8185435538,High EDD-miss risk (60.2%),Route to NDR Recovery Agent — customer contact for reattempt,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00258,EDD Risk Agent,AWB0892192559,High EDD-miss risk (61.7%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00259,EDD Risk Agent,AWB8603277191,High EDD-miss risk (60.8%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00260,Lane Intelligence Agent,Pune (Metro),Lane health 85.2 — Deteriorating,Investigate hub + carrier allocation; prioritize NDR outreach for COD,P2 - High,69 shipments/period at risk,DERIVED (statistical lane scorecard)
ACT-00261,EDD Risk Agent,AWB4977372926,High EDD-miss risk (62.5%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00262,EDD Risk Agent,AWB4009048302,High EDD-miss risk (63.0%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00263,EDD Risk Agent,AWB1878965369,High EDD-miss risk (65.5%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00264,EDD Risk Agent,AWB5452064454,High EDD-miss risk (60.2%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00265,EDD Risk Agent,AWB9064660561,High EDD-miss risk (64.1%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00266,EDD Risk Agent,AWB1705795524,High EDD-miss risk (61.1%),Route to NDR Recovery Agent — customer contact for reattempt,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00267,EDD Risk Agent,AWB3866518975,High EDD-miss risk (61.1%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00268,EDD Risk Agent,AWB5659369892,High EDD-miss risk (60.6%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00269,EDD Risk Agent,AWB4149653480,High EDD-miss risk (61.6%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00270,EDD Risk Agent,AWB9330356187,High EDD-miss risk (64.6%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00271,EDD Risk Agent,AWB8947942914,High EDD-miss risk (62.6%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00272,EDD Risk Agent,AWB4822977678,High EDD-miss risk (66.8%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00273,EDD Risk Agent,AWB2502185300,High EDD-miss risk (60.3%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00274,EDD Risk Agent,AWB3942140167,High EDD-miss risk (66.3%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00275,EDD Risk Agent,AWB3590856101,High EDD-miss risk (62.0%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00276,EDD Risk Agent,AWB0100127512,High EDD-miss risk (63.8%),Proactive customer outreach + prioritize reattempt slot within 24h; flag to carrier ops,P2 - High,Prevents 1 EDD miss / possible RTO,AI_PREDICTED
ACT-00277,Lane Padding Agent,Gurgaon (Metro),P90 transit 5.0d vs 3d SLA — gap is transit-time driven,Add 1 day(s) of EDD padding (new SLA 4d),P2 - High,+11.2pp on this lane (SIMULATED backtest),SIMULATED
ACT-00278,Lane Padding Agent,Ghaziabad (National),P90 transit 5.8d vs 4d SLA — gap is transit-time driven,Add 1 day(s) of EDD padding (new SLA 5d),P2 - High,+9.1pp on this lane (SIMULATED backtest),SIMULATED
ACT-00279,Lane Padding Agent,K.V.Rangareddy (National),P90 transit 6.0d vs 4d SLA — gap is transit-time driven,Add 1 day(s) of EDD padding (new SLA 5d),P2 - High,+6.5pp on this lane (SIMULATED backtest),SIMULATED
ACT-00280,EDD Breach Alert Agent,AWB5809317133,"Medium risk, EDD in 1d",Send proactive delivery-reminder notification; monitor next scan (push notification + Customer Care Team update queued),P2 - High,Proactive customer contact before EDD miss becomes a complaint/RTO,AI_PREDICTED (risk score) + MOCK (message content)
ACT-00281,EDD Breach Alert Agent,AWB7734251434,"Medium risk, EDD in 1d",Send proactive delivery-reminder notification; monitor next scan (push notification + Customer Care Team update queued),P2 - High,Proactive customer contact before EDD miss becomes a complaint/RTO,AI_PREDICTED (risk score) + MOCK (message content)
ACT-00282,Lane Padding Agent,Mumbai (Local),P90 transit 5.0d vs 1d SLA — gap is transit-time driven,Add 1 day(s) of EDD padding (new SLA 2d),P2 - High,+18.3pp on this lane (SIMULATED backtest),SIMULATED
ACT-00283,EDD Breach Alert Agent,AWB6250435166,"Medium risk, EDD in 1d",Send proactive delivery-reminder notification; monitor next scan (push notification + Customer Care Team update queued),P2 - High,Proactive customer contact before EDD miss becomes a complaint/RTO,AI_PREDICTED (risk score) + MOCK (message content)
ACT-00284,Lane Padding Agent,Pune (Metro),P90 transit 5.0d vs 3d SLA — gap is transit-time driven,Add 1 day(s) of EDD padding (new SLA 4d),P2 - High,+17.2pp on this lane (SIMULATED backtest),SIMULATED
ACT-00285,Lane Padding Agent,Bangalore (Metro),P90 transit 6.0d vs 3d SLA — gap is transit-time driven,Add 1 day(s) of EDD padding (new SLA 4d),P2 - High,+17.1pp on this lane (SIMULATED backtest),SIMULATED
ACT-00286,EDD Breach Alert Agent,AWB7191825644,"Medium risk, EDD in 1d",Send proactive delivery-reminder notification; monitor next scan (push notification + Customer Care Team update queued),P2 - High,Proactive customer contact before EDD miss becomes a complaint/RTO,AI_PREDICTED (risk score) + MOCK (message content)
ACT-00287,Lane Padding Agent,Gautam Buddha Nagar (Metro),P90 transit 5.0d vs 3d SLA — gap is transit-time driven,Add 1 day(s) of EDD padding (new SLA 4d),P2 - High,+16.0pp on this lane (SIMULATED backtest),SIMULATED
ACT-00288,Lane Padding Agent,Hyderabad (Metro),P90 transit 5.5d vs 3d SLA — gap is transit-time driven,Add 1 day(s) of EDD padding (new SLA 4d),P2 - High,+12.5pp on this lane (SIMULATED backtest),SIMULATED
ACT-00289,EDD Breach Alert Agent,AWB4489000329,"Medium risk, EDD in 1d",Send proactive delivery-reminder notification; monitor next scan (push notification + Customer Care Team update queued),P2 - High,Proactive customer contact before EDD miss becomes a complaint/RTO,AI_PREDICTED (risk score) + MOCK (message content)
ACT-00290,EDD Breach Alert Agent,AWB6121121783,"Medium risk, EDD in 1d",Send proactive delivery-reminder notification; monitor next scan (push notification + Customer Care Team update queued),P2 - High,Proactive customer contact before EDD miss becomes a complaint/RTO,AI_PREDICTED (risk score) + MOCK (message content)
ACT-00291,EDD Breach Alert Agent,AWB3804100004,"Medium risk, EDD in 1d",Send proactive delivery-reminder notification; monitor next scan (push notification + Customer Care Team update queued),P2 - High,Proactive customer contact before EDD miss becomes a complaint/RTO,AI_PREDICTED (risk score) + MOCK (message content)
ACT-00292,EDD Breach Alert Agent,AWB2047809300,"Medium risk, EDD in 1d",Send proactive delivery-reminder notification; monitor next scan (push notification + Customer Care Team update queued),P2 - High,Proactive customer contact before EDD miss becomes a complaint/RTO,AI_PREDICTED (risk score) + MOCK (message content)
ACT-00293,Lane Padding Agent,Jaipur (National),P90 transit 4.7d vs 4d SLA — gap is transit-time driven,Add 1 day(s) of EDD padding (new SLA 5d),P3 - Standard,+8.3pp on this lane (SIMULATED backtest),SIMULATED
